"AuthorityCode","AuthorityName","RouteUID","RouteID","RouteNameZh","SubRouteUID","SubRouteID","SubRouteNameZh","OperatorName","Headsign","Direction"
"TPE","臺北市","TPE11411","11411","299","TPE157461","157461","299(大都會)","大都會客運","-","1"
"TPE","臺北市","TPE11411","11411","299","TPE159807","159807","299(大都會)返程半","大都會客運","-","0"
"TPE","臺北市","TPE11411","11411","299","TPE159808","159808","299(三重)返程半","大都會客運","-","1"
"TPE","臺北市","TPE11411","11411","299","TPE159809","159809","299(大都會)去程半","大都會客運","-","1"
"TPE","臺北市","TPE11411","11411","299","TPE159810","159810","299(三重)去程半","大都會客運","-","0"
"TPE","臺北市","TPE11421","11421","513","TPE11421","11421","513","三重客運","-","0"
"TPE","臺北市","TPE11421","11421","513","TPE11421","11421","513","三重客運","-","1"
"TPE","臺北市","TPE11741","11741","貓空右線","TPE155857","155857","貓空右線","欣欣客運","-","0"
"TPE","臺北市","TPE11741","11741","貓空右線","TPE155857","155857","貓空右線","欣欣客運","-","1"
"TPE","臺北市","TPE11742","11742","611","TPE11742","11742","611","欣欣客運","-","0"
"TPE","臺北市","TPE11742","11742","611","TPE11742","11742","611","欣欣客運","-","1"
"TPE","臺北市","TPE11763","11763","236區","TPE11763","11763","236區","欣欣客運","-","0"
"TPE","臺北市","TPE11763","11763","236區","TPE11763","11763","236區","欣欣客運","-","1"
