BSM_BUSSTO,BSM_CHINES,geometry
1865,仁愛杭州路口,POINT (121.525483806607 25.0386154016985)
1000156,國賓飯店,POINT (121.522628910085 25.0564276089864)
4657,港墘派出所,POINT (121.57619 25.078636)
4802,南京西寧路口,POINT (121.508817 25.054005)
1000238,捷運南京復興�,POINT (121.54428 25.053562)
2391,木新市場,POINT (121.558301687675 24.9813288528901)
1000032,萬芳活動中心,POINT (121.568814176582 25.0025285513741)
1000600,玉成公園(成福),POINT (121.586903842258 25.0426139578424)
1000178,後車站,POINT (121.513633622352 25.0501930307673)
10403,三民國小,POINT (121.564044402447 25.0630758689427)
1000523,興隆路口(忠順),POINT (121.560977094996 24.9844523856308)
1000445,捷運辛亥站,POINT (121.556648732623 25.0036811782369)
1000259,東山路,POINT (121.539196186508 25.1159304293954)
2078,吳興國小(松仁),POINT (121.568520472387 25.0262297848061)
200000015,臺北市立圖書�,POINT (121.53816231034 25.02906)
737,社子公園,POINT (121.507024082 25.0918571768203)
1000114,圓山皇宮大廈,POINT (121.523821049741 25.0835421275799)
1698,南港分局(重陽),POINT (121.596246 25.055477)
4753,雨農國小,POINT (121.530707840268 25.1045291217739)
36108,永平街口,POINT (121.504270307748 25.0924400268275)
5041,永倫里(社中),POINT (121.502094703838 25.0916780541779)
20304,捷運象山站,POINT (121.570056 25.033006)
610,中山北路口,POINT (121.523591 25.105781)
695,至善國中,POINT (121.555573855359 25.1036803100999)
50059,稻香市場,POINT (121.489666 25.139733)
1792,康定路口,POINT (121.502542837798 25.0405627657031)
20364,長安龍江路口,POINT (121.540810770113 25.0480638505664)
3959,承德公館路口,POINT (121.501247 25.119978)
8607,麗山高中(環山),POINT (121.577013103745 25.0840632995607)
200005040,松山車站(八德),POINT (121.576244 25.050171)
20266,康寧護專,POINT (121.610352 25.075388)
1701,捷運後山埤站(�,POINT (121.58207196561 25.044572657099)
1137,碧湖國小,POINT (121.592361824935 25.0837230208162)
1516,光復路口,POINT (121.556771305392 25.0480748605699)
50636,克強游泳池,POINT (121.52503510301 25.108312354231)
6990,民生東路口,POINT (121.544404120602 25.0582703346536)
2536,興隆市場,POINT (121.548035607154 24.9997470270248)
1484,聯合醫院中興�,POINT (121.510399 25.051335)
954,雙溪社區,POINT (121.5662119828 25.10586088787)
1561,民生敦化路口,POINT (121.548107375498 25.0575388496986)
1790,國興路口一,POINT (121.508810147614 25.0245858237515)
16012,南京吉林路口,POINT (121.530305408327 25.0521012045515)
589,士林電機(中山�,POINT (121.524987614739 25.1053156895768)
913,銘傳大學,POINT (121.526935650509 25.0880027656853)
1000854,新光路口,POINT (121.573910962203 24.9881721957566)
5032,客家文化主題�,POINT (121.521370770113 25.0207976896602)
8527,捷運港墘站(內�,POINT (121.57610868441 25.0798366021365)
3997,捷運大湖公園�,POINT (121.602529484812 25.0837521736275)
1001200,民族重慶路口,POINT (121.514330844236 25.0685862675668)
6931,南京公寓(捷運�,POINT (121.566650288377 25.0514555109286)
1602,饒河街觀光夜�,POINT (121.571508864434 25.0499396011377)
3782,文山運動中心(�,POINT (121.559841 24.996275)
1000289,芝山抽水站,POINT (121.527262570037 25.1013301848713)
1000529,捷運古亭站(和�,POINT (121.523558 25.026868)
4833,綜合市場,POINT (121.490427826935 25.0308459776124)
758,建民里一,POINT (121.511976896314 25.1018814481572)
5983,社子國小,POINT (121.502646588952 25.0899518318483)
2457,景明街口,POINT (121.542317615523 25.0018966296562)
1658,捷運南港展覽�,POINT (121.616849 25.056341)
56109,捷運木柵站,POINT (121.57396 24.997735)
2527,樟山寺,POINT (121.579879151822 24.9710407488748)
1517,合江街口,POINT (121.538262754631 25.0575855756502)
8621,公館山,POINT (121.581177 25.071952)
3956,石牌國小,POINT (121.512829503278 25.1144016429439)
1235,民權中山路口,POINT (121.522207748053 25.0627820753521)
1265,明水路一,POINT (121.551467684926 25.08219789652)
1755,西門國小(臺大�,POINT (121.502438726751 25.0423372846093)
483,榮總,POINT (121.51968525315 25.1185668257628)
1869,仁愛復興路口(�,POINT (121.544071 25.03806)
1815,萬華國中,POINT (121.498909980253 25.0292217421622)
13101,成功國宅,POINT (121.549033716258 25.0275992243505)
50001,南京敦化路口(�,POINT (121.548353475095 25.0517035084006)
416,復興崗,POINT (121.492243596686 25.1381094142588)
2395,北政國中,POINT (121.579955106331 24.9850502753839)
1270,長春松江路口,POINT (121.533097515387 25.0545741826924)
1525,八德東寧路口,POINT (121.563765 25.04876)
4602,國興路口,POINT (121.508379 25.025757)
1684,南港路三段,POINT (121.587670613902 25.0529725274909)
1764,昆明街口,POINT (121.5024902037 25.035100755316)
1942,金華新生路口,POINT (121.533497109731 25.0307730644192)
1000855,指南路,POINT (121.570009207897 24.9878930715606)
4642,青年社區,POINT (121.504647 25.025478)
1867,仁愛建國路口�,POINT (121.53721826023 25.037592957246)
200000024,美麗華旅遊中�,POINT (121.55709 25.08358)
20229,中社路一段61巷,POINT (121.560788036637 25.107004336741)
2280,捷運東門站(金�,POINT (121.526979 25.033164)
20258,捷運南京復興�,POINT (121.544188 25.051368)
20238,後山一,POINT (121.558863 25.182629)
2176,黎雙公園,POINT (121.560579 25.024308)
1000074,民生社區活動�,POINT (121.561144568697 25.058808540179)
15111,松山高中(松隆),POINT (121.567586474203 25.0438154576635)
434,立功立德路口,POINT (121.47105 25.12549)
2086,春光公園,POINT (121.580888 25.042737)
4084,麗山國中,POINT (121.573860343024 25.0806380998734)
1696,國華新村,POINT (121.587873523899 25.0488726204446)
1000209,捷運東湖站(南�,POINT (121.611416 25.066845)
3920,捷運昆陽站,POINT (121.594275 25.05036)
2214,仁愛新生路口,POINT (121.532461266019 25.0378707037878)
2218,聯合醫院仁愛�,POINT (121.543905345353 25.0387668547484)
2095,松山高中(基隆�,POINT (121.566375 25.044672)
506,鳳甲美術館,POINT (121.49853468966 25.126464)
16015,圓環(南京),POINT (121.515705430802 25.053651217399)
1000975,龍山寺(康定),POINT (121.501464019539 25.0363140633243)
1000712,中山市場,POINT (121.522197919547 25.0504605402266)
1406,花博公園,POINT (121.522061760641 25.068335015302)
2289,師大,POINT (121.527860088058 25.0264597548068)
1000513,中正二分局,POINT (121.514094 25.032648)
1169,大同大學,POINT (121.52290768966 25.0676425402266)
1323,建國錦州街口,POINT (121.53650432984 25.060765782288)
1000108,臺北郵局,POINT (121.51129364418 25.04676505924)
20291,環東大道口,POINT (121.619320046669 25.0594207806529)
2402,永建國小,POINT (121.554873956621 24.9880453516614)
50421,內湖運動公園,POINT (121.574798573118 25.0668683803526)
1008,文湖國小,POINT (121.5615165067 25.0841512660387)
1075,恕德家商,POINT (121.56904542401 25.0819632554949)
1646,南港分局(向陽),POINT (121.594415258716 25.0553345135907)
2197,臺大綜合體育�,POINT (121.53441640665 25.021392719422)
2345,龍門國中(和平),POINT (121.538492198683 25.0252610919742)
9448,中影文化城,POINT (121.543489659837 25.0972974718579)
1001316,大同之家,POINT (121.523140717651 25.145949135732)
2235,立人國際國中�,POINT (121.550354 25.028825)
8653,大直美堤花園�,POINT (121.556649286559 25.079873)
3950,天母棒球場(忠�,POINT (121.531932 25.113355)
60138,松山新城,POINT (121.55573 25.05499)
7240,大業路(捷運北�,POINT (121.496187 25.131914)
3969,中央北路,POINT (121.4750896208 25.1326768057341)
1711,誠正國中,POINT (121.615865875754 25.0518036904539)
59006,忠義街,POINT (121.53269968198 25.1081039933895)
5984,福安國中,POINT (121.487298306118 25.1033528906105)
1000907,大同街口,POINT (121.49984 25.137144)
9473,大坪尾,POINT (121.572372 25.12309)
2292,師大綜合大樓,POINT (121.53006 25.026622)
1560,美仁里,POINT (121.554754057075 25.0480793214609)
999,內湖國小,POINT (121.581155097428 25.0792602014501)
2378,文山一分局,POINT (121.562686801777 24.9886988302111)
2473,棕櫚泉社區,POINT (121.562502031601 24.9975765942802)
1000443,馬明潭,POINT (121.559942504895 24.989363359859)
1158,警智新村,POINT (121.594505 25.079104)
1977,捷運中正紀念�,POINT (121.51673 25.03643)
20262,永安街,POINT (121.569664 24.986882)
830,普濟堂,POINT (121.497299826636 25.0940501223759)
2128,信義建國路口,POINT (121.538342972053 25.0335270523548)
9404,明水路口,POINT (121.552608123134 25.080075603758)
1000760,溝子口(幸福華�,POINT (121.552211 24.988569)
50681,木南公園,POINT (121.570615 24.985348)
1975,小南門,POINT (121.506813 25.038008)
4684,故宮博物院(正�,POINT (121.549257 25.101952)
4003,新聚里,POINT (121.566655901166 25.0491343107615)
103,政大附中,POINT (121.585759 24.987007)
1724,舊莊一站,POINT (121.6189 25.04086)
1147,環山路,POINT (121.5717 25.08607)
486,漢口中華路口,POINT (121.507966 25.045299)
6621,金山潮州街口,POINT (121.526384292807 25.0285913661158)
2501,萬美社區,POINT (121.562621 25.003429)
50438,安康路,POINT (121.60140673039 25.0631939192097)
292,泉都溫泉飯店,POINT (121.504661 25.136299)
5014,東昇路口,POINT (121.51564860118 25.141484347362)
1000766,榮星花園,POINT (121.536609197044 25.0639163767162)
1743,中華南海路口,POINT (121.506437964545 25.0273435686053)
2410,忠順街口,POINT (121.561438 24.984744)
53,中央北路三段,POINT (121.4823 25.137048)
1000388,捷運芝山站(文�,POINT (121.52067 25.1027338390937)
6661,新興國中(新生),POINT (121.52726042181 25.0609669874267)
50633,士林電機(中山�,POINT (121.524661 25.105356)
793,教師中心,POINT (121.549422 25.149554)
9419,翠山派出所,POINT (121.560535 25.107995)
2052,臺北醫學大學�,POINT (121.563745 25.026931)
1000434,西門國小(臺大�,POINT (121.502356 25.042588)
2222,文昌街口,POINT (121.552322787623 25.0311798540036)
2461,景美女中,POINT (121.555648 24.980326)
1000892,捷運內湖站(內�,POINT (121.593532 25.084524)
15102,松山車站,POINT (121.578206062017 25.0498061943222)
1583,發電所(西松高�,POINT (121.569528 25.055269)
568,大坪尾一,POINT (121.573613 25.122194)
1356,圓山大飯店,POINT (121.528207899192 25.0771892639497)
50062,大業中央北路�,POINT (121.498029 25.135605)
1895,臺北車站(鄭州),POINT (121.517855919547 25.0482690804531)
200005006,捷運台北101/世�,POINT (121.561671 25.033107)
1485,聯合醫院中興�,POINT (121.508462 25.051335)
1593,臺北市區監理�,POINT (121.55763 25.04693)
36107,社子公園,POINT (121.5072 25.0914980685501)
2547,文山行政中心(�,POINT (121.57096068966 24.9899119195469)
1001449,福星公園,POINT (121.505809822725 25.0462377716735)
3987,下埤里,POINT (121.542007 25.067849)
1515,玉成里,POINT (121.58098318132 25.0508671197)
50664,芝山國小,POINT (121.537252 25.110333)
1000762,水源路口,POINT (121.525083045325 25.0214728907771)
4661,大度立德路口,POINT (121.47092959259 25.1231432868878)
16020,圓環(南京),POINT (121.516898747231 25.0535386682891)
482,榮光新村(榮總�,POINT (121.52258743346 25.1202665144541)
3960,朝陽公園(鈕釦�,POINT (121.514111 25.054917)
5987,社子市場,POINT (121.50921627504 25.0874853117636)
1756,西園路二段,POINT (121.493276442272 25.0266216292708)
1094,康寧醫院,POINT (121.607006167479 25.0761319135524)
9491,大經橋,POINT (121.55699011419 25.1093688349328)
50503,衛勤訓練中心,POINT (121.602397 25.07383)
50525,頂湖,POINT (121.5303130172 25.156383668323)
1000444,興隆山莊,POINT (121.559216 24.990786)
1866,仁愛林森路口,POINT (121.521937 25.040352)
200005041,松山車站(八德),POINT (121.577464 25.049799)
4641,青年公園(青年),POINT (121.506232903418 25.0259589100074)
645,天母廣場,POINT (121.53060908611 25.1193246795518)
597,士商路,POINT (121.519971103686 25.0911419314499)
4031,市政府(松智),POINT (121.565520803146 25.0368458627873)
16005,南京三民路口,POINT (121.561005793367 25.0515437824988)
7234,崇仁路口,POINT (121.502693850566 25.1225869195469)
5071,兆如安養中心,POINT (121.584324 24.989391)
1193,中山國小,POINT (121.525372167766 25.0639330958782)
16019,圓環(重慶),POINT (121.514247209822 25.0528683552102)
1616,九如里一,POINT (121.617027 25.038181)
6943,仁愛林森路口,POINT (121.521426819421 25.0391034346417)
55004,榮總一,POINT (121.520552 25.118825)
2271,大安運動中心,POINT (121.545945927036 25.0204409761947)
1315,南京新生北路�,POINT (121.527683248862 25.0512439046902)
1455,酒泉重慶路口,POINT (121.51383172024 25.07180965414)
2394,世新大學,POINT (121.543821961638 24.9884312467834)
2190,大安森林公園,POINT (121.536206650054 25.0255309031694)
787,啟智學校,POINT (121.534201 25.117222)
8634,內湖國小,POINT (121.581399 25.079397)
2415,政大,POINT (121.574739 24.98778)
50083,陽明大學校門�,POINT (121.513115 25.119808)
1037,行愛路77巷口,POINT (121.58121734722 25.062332531829)
1687,胡適公園,POINT (121.617338 25.039528)
200000035,臺北市立動物�,POINT (121.58108 24.9989184597734)
1239,民權松江路口,POINT (121.532879193911 25.062448299058)
1540,東興路,POINT (121.56651825217 25.0466181713362)
933,興農橋,POINT (121.570212 25.139328)
50005,南京建國路口,POINT (121.536279210513 25.051960677822)
10404,三民路,POINT (121.563622688607 25.0576979216317)
773,重陽橋,POINT (121.508359317318 25.0861493591189)
1570,捷運行天宮站,POINT (121.532554268295 25.0577680388662)
3916,捷運市政府站,POINT (121.567491 25.040977)
1001213,大草坪(自強宿�,POINT (121.574723 24.978053)
3954,福林國小,POINT (121.52976 25.0962)
8521,治磐新村,POINT (121.56384168984 25.0829452709661)
1991,捷運公館站,POINT (121.534722 25.014321)
1900,臺北科技大學(�,POINT (121.534209229887 25.0418546206797)
1424,民族承德路口,POINT (121.518209944423 25.0679230853188)
8412,清白里,POINT (121.596227367475 25.0829857120712)
7203,景勤2號公園,POINT (121.558862 25.026046)
2142,國稅局宿舍,POINT (121.575147844725 25.0339639984674)
1482,靜修女中,POINT (121.515058556603 25.0571073855478)
2412,武功國小(羅斯�,POINT (121.538415652543 25.0038639105829)
2467,景興國中,POINT (121.544929045912 24.9969326584305)
2341,潮州街口,POINT (121.522301919547 25.030034)
1454,酒泉重慶路口,POINT (121.514352984902 25.0720185258851)
2281,師大附中,POINT (121.542348041861 25.0334910986454)
2249,辛亥路口,POINT (121.538084609207 25.0234992298867)
1000182,捷運中山國小�,POINT (121.525967352968 25.0627679004993)
807,梅林新村,POINT (121.540126608633 25.0975218466921)
3996,方濟中學,POINT (121.590231346227 25.0768845629687)
8538,捷運內湖站,POINT (121.594166868717 25.0832914148797)
120,北投國小,POINT (121.500853 25.133809)
399,第一銀行,POINT (121.502413 25.134801)
546,關渡站,POINT (121.469785400983 25.1223754016204)
1001334,臨時站,POINT (121.558265 24.994278)
746,德行芝玉路口,POINT (121.533752 25.109549)
1000130,仁愛新生路口,POINT (121.533162117408 25.0385373747656)
1674,南港花園社區�,POINT (121.59258446704 25.0399977808349)
1495,公教住宅,POINT (121.552565422124 25.0579232659365)
2510,萬壽橋頭(秀明),POINT (121.574153 24.99161)
200000032,臺北市立圖書�,POINT (121.57747 25.07898)
1000044,羅斯福金門街�,POINT (121.524389 25.024371)
1946,中正紀念堂,POINT (121.520760545576 25.0371548199802)
1545,南京公寓(捷運�,POINT (121.564902186675 25.0512850271215)
2162,景新里,POINT (121.562430705434 25.0294952702935)
200000000,萬華健康服務�,POINT (121.49764 25.02318)
1614,中華賓士,POINT (121.58966185253 25.0532865000253)
200005025,南京敦化路口(�,POINT (121.55153 25.051836)
1519,成福路口一,POINT (121.588223168299 25.0411359392947)
4612,一女中(貴陽),POINT (121.514486272409 25.0385833202908)
2301,辛亥路6段21巷�,POINT (121.552374 24.990333)
2082,松仁路,POINT (121.5696 25.024531)
7241,中央南路,POINT (121.50131769692 25.1321537676007)
1000325,重慶南路三段(�,POINT (121.516899 25.024255)
6730,松平路口,POINT (121.56842 25.031092)
1105,港墘,POINT (121.57753863062 25.080557570689)
50156,世貿新城,POINT (121.56547 25.03081)
910,翠山街,POINT (121.568624373017 25.1075178705086)
1000255,中山女高,POINT (121.537769412564 25.0486189899372)
6925,仁愛國泰醫院,POINT (121.553215911831 25.0378288007837)
2185,大安國中,POINT (121.548486903395 25.0323779291193)
200005004,捷運東門站5,POINT (121.529506 25.033564)
8542,碧山岩,POINT (121.590672857706 25.0856636770114)
1001413,木柵高工,POINT (121.572344104913 24.9959592875741)
1793,捷運西門站,POINT (121.508285900629 25.041730058378)
1835,龍山國中,POINT (121.503977527729 25.0357904871612)
3705,喬治商職,POINT (121.555136 25.026921)
2248,自來水處(辛亥),POINT (121.54798 25.01748)
39,大業路(捷運北�,POINT (121.495841 25.13174)
4892,蘭雅國小,POINT (121.523596860119 25.1088972862445)
56101,溝子口,POINT (121.551864 24.987807)
6025,師大,POINT (121.527799050154 25.0267994211293)
2216,仁愛臨沂街口,POINT (121.52912397984 25.0379572817366)
2196,公企中心,POINT (121.526471909243 25.0305992284484)
1019,民權東路六段(�,POINT (121.598356860114 25.0670359070235)
1811,萬大路,POINT (121.500421840433 25.0307416763967)
1001432,忠靈堂,POINT (121.609887 25.036964)
176,安泰街,POINT (121.61688 25.0761)
2132,信義通化街口,POINT (121.554622114057 25.033193427795)
18077,大度立德路口,POINT (121.470550991402 25.1227460711824)
1000737,金龍里,POINT (121.59638478301 25.0845601194501)
14668,天母圓環,POINT (121.531411 25.125651)
1001257,廣化天宮,POINT (121.585220736629 25.014857469875)
14618,福德廟(行義),POINT (121.52617937027 25.1245292480443)
738,社子市場,POINT (121.508697144208 25.0879427630305)
1375,新福里,POINT (121.530291 25.064526)
6921,國父紀念館,POINT (121.561129874213 25.037557316156)
2158,清水祖師廟,POINT (121.568428 25.012145)
200005043,松山車站1,POINT (121.577971 25.049799)
50650,忠孝新村,POINT (121.539828063937 25.111250822983)
2296,師大路,POINT (121.528611057688 25.0232173275618)
1251,吉林路底,POINT (121.530224048203 25.067085508389)
6677,金山泰安街口,POINT (121.5292894676 25.0404644259703)
60137,臺北市區監理�,POINT (121.55794 25.04698)
50017,台肥新村,POINT (121.603501503157 25.0538268750408)
777,泰北中學,POINT (121.533481875716 25.0972847950979)
6681,仁愛新生路口,POINT (121.532504858046 25.0385111721277)
1998,捷運善導寺站,POINT (121.52223 25.045222)
1000451,捷運辛亥站一,POINT (121.55578119989 25.003074756861)
14680,捷運中山站(志�,POINT (121.519866 25.052867)
200005019,捷運南京復興�,POINT (121.543819 25.052018)
1000757,溝子口(幸福華�,POINT (121.552392 24.988643)
1784,祖師廟(貴陽),POINT (121.502490233032 25.0399728811606)
796,捷運士林站(中�,POINT (121.527717939681 25.0929423039074)
1281,長安松江路口,POINT (121.532985193169 25.0482372066532)
391,捷運關渡站,POINT (121.467024 25.125124)
8631,麗山高中(港墘),POINT (121.57830994114 25.08298971705)
1571,民生松江路口,POINT (121.535311 25.058099)
2224,臺大,POINT (121.533435 25.018239)
741,社子國小,POINT (121.502824798008 25.0895528248042)
1758,西藏路,POINT (121.50208927117 25.029599320191)
2231,台電大樓,POINT (121.531150770113 25.0174338505664)
1985,捷運中正紀念�,POINT (121.51992 25.0337876896602)
4603,中華南海路口,POINT (121.506661163485 25.0272364792619)
50672,捷運動物園站,POINT (121.579926 24.998553)
8627,南港分局(重陽),POINT (121.596717 25.055561)
200005039,松山車站(八德),POINT (121.577250083867 25.0500883481075)
40,大業路(農禪寺),POINT (121.499654609207 25.1227392298867)
1748,古亭國中,POINT (121.509856 25.024768)
56110,博嘉國小,POINT (121.575249213162 24.9993605838248)
1223,市民復興路口,POINT (121.543089 25.044942)
6926,仁愛延吉街口,POINT (121.555779394717 25.0377743210687)
1673,南港花園社區�,POINT (121.592488351428 25.0388366932212)
2359,羅斯福浦城街�,POINT (121.526027402086 25.0222433760095)
1863,仁愛安和路口,POINT (121.550883391345 25.0377212341364)
2449,捷運萬芳醫院�,POINT (121.557829 24.999259)
2426,指南路口,POINT (121.570898180122 24.9871941238226)
4805,芳和國中,POINT (121.550275073576 25.018014930766)
56104,再興中學,POINT (121.559397779257 24.9888253106036)
1000928,秀山里,POINT (121.493826634438 25.1452880512553)
2138,消防局(忠孝),POINT (121.56945363553 25.0411835173125)
2256,和平新生路口,POINT (121.534755922034 25.0263500291907)
1524,八德東寧路口,POINT (121.563767 25.048841)
1000931,大佳國小,POINT (121.536537039102 25.0727593386407)
1522,長壽公園,POINT (121.55985 25.05381)
1935,仁愛杭州路口,POINT (121.524986919547 25.03676)
3941,捷運龍山寺站,POINT (121.498724 25.035168)
2007,廈門街口,POINT (121.517263629588 25.0254031236223)
9437,空軍司令部,POINT (121.541699212183 25.0796725072986)
4758,三軍總醫院(辛�,POINT (121.52802 25.0192076896602)
107,臺北城市科技�,POINT (121.470857979603 25.1359853069002)
1000206,南松山(南京),POINT (121.569056 25.051482)
576,士林官邸(中山),POINT (121.528319753964 25.0947774592454)
1536,松山機場,POINT (121.55197 25.063291)
2495,萬芳國宅,POINT (121.56563886144 25.0033419364765)
1135,碧山岩,POINT (121.590396467388 25.0857111226636)
16250,吉林路底,POINT (121.530578510698 25.0671453212593)
2287,捷運信義安和�,POINT (121.55230694 25.0340316665408)
8652,大直美堤花園�,POINT (121.559042762186 25.0799800481886)
966,三民國中,POINT (121.585467 25.06872)
244,武功國小(羅斯�,POINT (121.538947540136 25.0032033579214)
3922,工程營產中心,POINT (121.61046498529 25.052653457023)
2413,武功國小(興隆),POINT (121.539868514521 25.0040691549616)
4085,中華科技大學(�,POINT (121.609797406121 25.0338723146603)
14634,關渡自然公園,POINT (121.469234896017 25.1195786700755)
638,天母國小,POINT (121.526341565081 25.1187050189881)
2297,捷運台電大樓�,POINT (121.52803 25.02092)
2172,黎忠市場,POINT (121.55780440244 25.019260833695)
2368,大誠高中,POINT (121.576905 24.990413)
2451,海巡署一,POINT (121.558778 24.993046)
1355,華泰飯店,POINT (121.52538714351 25.056886376229)
1001286,太陽廟,POINT (121.590991 25.087604)
20267,湖山村,POINT (121.615036535381 25.0745288471564)
1937,青島林森路口,POINT (121.522220080364 25.0436426992537)
15104,松山車站(八德),POINT (121.577214 25.050085)
2146,捷運六張犁站(�,POINT (121.553565845404 25.0232101889629)
6997,開平餐飲學校,POINT (121.54385306898 25.029)
1236,民權中山路口,POINT (121.523133138238 25.0628318437654)
2002,博愛路,POINT (121.511568478369 25.0434747064907)
1767,東隆宮,POINT (121.49163 25.02288)
1001320,第一停車場(花�,POINT (121.539628 25.157312)
1000046,臺灣科技大學,POINT (121.540119600771 25.0133069209276)
20252,民生西路口(大�,POINT (121.511666 25.056387)
2113,信義大安路口,POINT (121.546261999599 25.0333561294076)
1882,臺北車站(忠孝),POINT (121.515689438859 25.0465635496954)
200000020,臺北市立圖書�,POINT (121.54599 25.04836)
1947,中正紀念堂,POINT (121.520728979168 25.037290838504)
2051,臺北醫學大學,POINT (121.563312647719 25.0281418014457)
959,雙溪淨水場,POINT (121.56965 25.11447)
1000857,文山運動中心(�,POINT (121.560457 24.997076)
2520,萬興圖書館,POINT (121.57697 24.98897)
985,上灣仔,POINT (121.590521443523 25.0670002134225)
50092,舊莊站,POINT (121.623325 25.039454)
50006,三民健康路口(�,POINT (121.56389 25.054965)
4624,青年路派出所,POINT (121.502037804509 25.0220469562738)
1422,民生重慶路口,POINT (121.513825816749 25.0567660236851)
16264,大同公司(晴光�,POINT (121.522568818944 25.0643014241947)
964,蘭雅新城,POINT (121.530150260751 25.1070832174183)
194,治磐新村,POINT (121.564099 25.083069)
991,內湖行政大樓,POINT (121.58882662705 25.0689324169661)
795,捷運士林站(中�,POINT (121.52579 25.0951639968554)
950,雙溪公園,POINT (121.537930728836 25.0977207047326)
199,一德街口,POINT (121.468763 25.128392)
1000276,國盛國宅,POINT (121.507977631947 25.0277835821426)
4601,古亭國中,POINT (121.509833 25.024664)
1000901,大同大學,POINT (121.523826629051 25.0681999066783)
717,忠義新城,POINT (121.527943099069 25.1075239255001)
13115,鳳雛公園,POINT (121.548448270451 25.0264342958374)
6927,捷運台北101/世�,POINT (121.564536 25.032802)
1974,強恕中學,POINT (121.520849613285 25.0244366497317)
3967,忠義,POINT (121.480551761992 25.1361344185419)
7609,新興國中,POINT (121.525805366973 25.0609874926219)
2264,捷運忠孝新生�,POINT (121.533187005269 25.0419167869989)
5990,海光新村,POINT (121.510904330432 25.0806705079262)
2205,仁愛建國路口�,POINT (121.540753215661 25.0374693322146)
56080,華夏六村,POINT (121.566356005774 24.9904710370064)
20294,芳蘭山莊,POINT (121.547857179972 25.0123637912986)
703,克強游泳池,POINT (121.52533897917 25.108336085171)
50435,石潭公園,POINT (121.59315 25.06242)
586,士林國中,POINT (121.52330153373 25.0946048451863)
2358,捷運台電大樓�,POINT (121.528475 25.020643)
6993,捷運忠孝復興�,POINT (121.543956439419 25.0429044779576)
1001358,華江派出所,POINT (121.493194 25.034033)
8524,大湖公園,POINT (121.60512423048 25.082800342837)
12218,文和橋,POINT (121.595125361549 25.0022030300169)
4668,圓環(天水),POINT (121.513424899999 25.053128248048)
50632,賴厝,POINT (121.527086 25.11412)
2244,基隆長興街口,POINT (121.544649 25.017752)
2236,全安里,POINT (121.54967443187 25.027096201808)
2225,臺大癌醫(基隆�,POINT (121.542468 25.015403)
20342,木新區民活動�,POINT (121.55698768966 24.98181)
4665,圓環(鈕釦街),POINT (121.513268344324 25.0539552344985)
50429,週美里,POINT (121.582781607129 25.0562277049968)
2489,萬利街口,POINT (121.567268256625 24.9991706037973)
2006,開南商工,POINT (121.52221396561 25.041611118677)
50040,捷運西門站,POINT (121.508219187662 25.0409460489424)
50021,南港水廠,POINT (121.615949245107 25.0493790135067)
1001141,南京舊宗路口,POINT (121.579614976821 25.0563831591018)
4662,石牌國中,POINT (121.51358231034 25.1165923103398)
200005011,捷運台北101/世�,POINT (121.564112 25.033034)
4001,南港路三段,POINT (121.587747401426 25.0530480941951)
5988,葫蘆寺,POINT (121.509655612327 25.0861505436264)
2327,復興南路口,POINT (121.542186972756 25.0248456831175)
50504,美國在臺協會,POINT (121.599056 25.079466)
16253,玉泉里,POINT (121.50867 25.052779)
200005028,南京敦化路口(�,POINT (121.550715 25.051571)
7235,桃源國中,POINT (121.478440868605 25.1351608392722)
1354,華泰飯店,POINT (121.52558775463 25.056765533142)
1000275,士林國中,POINT (121.522957 25.09476)
1000944,空軍總部,POINT (121.53737893618 25.039916407747)
1095,康寧護專,POINT (121.610238 25.075437)
2403,再興中學,POINT (121.559246461721 24.9886499986778)
60134,民權敦化路口,POINT (121.548167394524 25.0620582809679)
2443,貓纜動物園站,POINT (121.576197 24.996309)
50638,天母新村,POINT (121.53156583069 25.121299001476)
4820,東南客運停車�,POINT (121.580999258182 25.0635997659263)
6655,中山女高,POINT (121.536550449434 25.049848)
998,內湖高中,POINT (121.587565869008 25.0787035812339)
5016,風尾,POINT (121.52890510185 25.154451731797)
8535,捷運葫洲站(康�,POINT (121.607601487103 25.0726326881947)
4097,捷運中山國小�,POINT (121.52469 25.062846)
1442,明倫高中,POINT (121.51902520504 25.0733913508918)
888,葫蘆寺,POINT (121.509505996291 25.0852759713272)
8673,國防醫學院(網�,POINT (121.595911 25.068379)
57707,景美國中,POINT (121.54264516071 24.9931381510406)
2141,國民住宅,POINT (121.574507095768 25.0454550872459)
1000105,金湖路口,POINT (121.604275942446 25.0734224462912)
1001282,康寧天闊站,POINT (121.61341548745 25.077014045415)
1666,南港展覽館,POINT (121.61591 25.05513)
50676,政大清境社區,POINT (121.587325 24.989589)
1000453,忠順廟,POINT (121.56469 24.982483)
2440,捷運木柵站,POINT (121.574371590302 24.9978733892446)
9420,雙溪國小,POINT (121.562706820564 25.1070680492102)
6698,吉林國小,POINT (121.527836082097 25.0539647675203)
6669,信義新生路口,POINT (121.532558035505 25.0340087586791)
10410,中山里(民生),POINT (121.527028832948 25.0578079717148)
768,指福宮,POINT (121.553126 25.110303)
1803,華江高中(西藏),POINT (121.496298011848 25.0288292965661)
5986,社園里,POINT (121.507899626541 25.0892385328258)
1750,光仁國小,POINT (121.500087204014 25.0210989850361)
